Time,Dec_FC_En,AFR_Target,T_Air,SA,RPM,TPS_AD,TPS_indx,Volt_Batt,Inj_Angle,T_Eng,TPS_Percent,Cyl1_Comn_FuelPW,P_Atm,Cyl1_Eng_AP,NBO2_Volt,Avg_Fuel_Consump,AFR_WBO2,Acc_Fuel_Mult,NBO2_AD,Cyl1_Final_VM,ISC_Air_Flow,Idle_Desir_RPM,Cyl1_Injector_Period_Rate,iAF_B_AFR,MapNum,MGU_A,MGU_Temp,TimeCount,BMS_Imon,BMS_MOSFET,BMS_Shunt,BMS_Balance,PH_GPS_Altitude,PH_GPS_Speed
0.0,0.0,12.8,30.0,6.0,1807.0,139.0,0.0,12.2,0.0,74.0,0.0,3.26,102.0,50.7,382.35,0.08,25.6,0.0,78.0,178.0,7.42,1792.0,5.08,25.5,1.0,-240.0,-240.0,437.5,-500.0,-60.0,-60.0,-60.0,19.5,1.0
100.0,0.0,12.8,30.0,8.0,1891.0,140.0,0.0,12.7,0.0,74.0,0.0,3.208,102.0,50.7,382.35,0.08,25.6,0.0,78.0,180.0,7.42,1792.0,4.69,25.5,1.0,-240.0,-240.0,539.1,-500.0,-60.0,-60.0,-60.0,19.5,1.0
200.0,0.0,12.8,30.0,7.0,1819.0,139.0,0.0,12.8,0.0,74.0,0.0,3.192,102.0,50.7,382.35,0.08,25.6,0.0,78.0,178.0,7.42,1792.0,4.69,25.5,1.0,-240.0,-240.0,632.8,-500.0,-60.0,-60.0,-60.0,19.5,1.0
300.0,0.0,12.8,30.0,7.0,1879.0,140.0,0.0,12.8,0.0,74.0,0.0,3.192,102.0,50.7,382.35,0.08,25.6,0.0,78.0,180.0,7.42,1792.0,4.69,25.5,1.0,-240.0,-240.0,734.4,-500.0,-60.0,-60.0,-60.0,19.5,1.0
400.0,0.0,12.8,30.0,6.0,1876.0,140.0,0.0,12.2,0.0,74.0,0.0,3.26,102.0,50.7,382.35,0.08,25.6,0.0,78.0,180.0,7.42,1792.0,5.08,25.5,1.0,-240.0,-240.0,929.7,-500.0,-60.0,-60.0,-60.0,19.5,1.0
500.0,0.0,12.8,30.0,8.0,1807.0,139.0,0.0,12.2,0.0,74.0,0.0,3.26,102.0,50.7,382.35,0.08,25.6,0.0,78.0,178.0,7.42,1792.0,4.69,25.5,1.0,-240.0,-240.0,23.4,-500.0,-60.0,-60.0,-60.0,19.5,1.0
600.0,0.0,12.8,30.0,6.0,1896.0,140.0,0.0,12.2,0.0,74.0,0.0,3.26,102.0,50.7,382.35,0.08,25.6,0.0,78.0,180.0,7.42,1792.0,5.08,25.5,1.0,-240.0,-240.0,125.0,-500.0,-60.0,-60.0,-60.0,19.5,1.0
700.0,0.0,12.8,30.0,7.0,1815.0,139.0,0.0,12.7,0.0,74.0,0.0,3.224,102.0,50.7,382.35,0.08,25.6,0.0,78.0,178.0,7.42,1792.0,4.69,25.5,1.0,-240.0,-240.0,218.8,-500.0,-60.0,-60.0,-60.0,19.5,1.0
800.0,0.0,12.8,30.0,6.0,1867.0,140.0,0.0,12.7,0.0,74.0,0.0,3.192,102.0,50.7,382.35,0.08,25.6,0.0,78.0,180.0,7.42,1792.0,4.69,25.5,1.0,-240.0,-240.0,320.3,-500.0,-60.0,-60.0,-60.0,19.5,1.0
900.0,0.0,12.8,30.0,7.0,1824.0,139.0,0.0,12.8,0.0,74.0,0.0,3.192,102.0,50.7,382.35,0.08,25.6,0.0,78.0,178.0,7.42,1792.0,4.69,25.5,1.0,-240.0,-240.0,414.1,-500.0,-60.0,-60.0,-60.0,19.5,1.0
1000.0,0.0,12.8,30.0,6.0,1844.0,140.0,0.0,12.6,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.08,25.6,0.0,78.0,180.0,7.42,1792.0,4.69,25.5,1.0,-240.0,-240.0,515.6,-500.0,-60.0,-60.0,-60.0,19.4,1.0
1100.0,0.0,12.8,30.0,6.0,1825.0,139.0,0.0,12.2,0.0,74.0,0.0,3.276,102.0,50.7,382.35,0.08,25.6,0.0,78.0,178.0,7.42,1792.0,5.08,25.5,1.0,-240.0,-240.0,609.4,-500.0,-60.0,-60.0,-60.0,19.4,1.0
1200.0,0.0,12.8,30.0,10.0,1796.0,140.0,0.0,12.2,0.0,74.0,0.0,3.26,102.0,50.7,382.35,0.08,25.6,0.0,78.0,180.0,7.42,1792.0,4.69,25.5,1.0,-240.0,-240.0,710.9,-500.0,-60.0,-60.0,-60.0,19.4,1.0
1300.0,0.0,12.8,30.0,7.0,1823.0,139.0,0.0,12.2,0.0,74.0,0.0,3.32,102.0,51.2,382.35,0.08,25.6,0.0,78.0,180.0,7.42,1792.0,5.08,25.5,1.0,-240.0,-240.0,804.7,-500.0,-60.0,-60.0,-60.0,19.4,1.0
1400.0,0.0,12.8,30.0,7.0,1888.0,140.0,0.0,12.7,0.0,74.0,0.0,3.192,102.0,50.7,382.35,0.08,25.6,0.0,78.0,178.0,7.42,1792.0,4.69,25.5,1.0,-240.0,-240.0,906.2,-500.0,-60.0,-60.0,-60.0,19.4,1.0
1500.0,0.0,12.8,30.0,6.0,1829.0,139.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.08,25.6,0.0,78.0,178.0,7.42,1792.0,4.69,25.5,1.0,-240.0,-240.0,0.0,-500.0,-60.0,-60.0,-60.0,19.4,1.0
1600.0,0.0,12.8,30.0,6.0,1917.0,140.0,0.0,12.8,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.08,25.6,0.0,78.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,101.6,-500.0,-60.0,-60.0,-60.0,19.4,1.0
1700.0,0.0,12.8,30.0,7.0,1816.0,139.0,0.0,12.7,0.0,74.0,0.0,3.088,102.0,50.3,382.35,0.08,25.6,0.0,78.0,173.0,6.64,1792.0,4.3,25.5,1.0,-240.0,-240.0,195.3,-500.0,-60.0,-60.0,-60.0,19.4,1.0
1800.0,0.0,12.8,30.0,6.0,1885.0,140.0,0.0,12.2,0.0,74.0,0.0,3.26,102.0,50.7,382.35,0.08,25.6,0.0,78.0,178.0,6.64,1792.0,5.08,25.5,1.0,-240.0,-240.0,296.9,-500.0,-60.0,-60.0,-60.0,19.4,1.0
1900.0,0.0,12.8,30.0,7.0,1792.0,139.0,0.0,12.3,0.0,74.0,0.0,3.26,102.0,50.7,382.35,0.08,25.6,0.0,78.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,390.6,-500.0,-60.0,-60.0,-60.0,19.4,1.0
2000.0,0.0,12.8,30.0,8.0,1872.0,140.0,0.0,12.2,0.0,74.0,0.0,3.26,102.0,50.7,382.35,0.08,25.6,0.0,78.0,178.0,6.64,1792.0,5.08,25.5,1.0,-240.0,-240.0,492.2,-500.0,-60.0,-60.0,-60.0,19.0,2.0
2100.0,0.0,12.8,30.0,7.0,1822.0,139.0,0.0,12.7,0.0,74.0,0.0,3.224,102.0,50.7,382.35,0.08,25.6,0.0,78.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,585.9,-500.0,-60.0,-60.0,-60.0,19.0,2.0
2200.0,0.0,12.8,30.0,6.0,1884.0,140.0,0.0,12.8,0.0,74.0,0.0,3.192,102.0,50.7,382.35,0.08,25.6,0.0,78.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,687.5,-500.0,-60.0,-60.0,-60.0,19.0,2.0
2300.0,0.0,12.8,30.0,8.0,1783.0,139.0,0.0,12.8,0.0,74.0,0.0,3.144,102.0,50.7,382.35,0.08,25.6,0.0,78.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,781.2,-500.0,-60.0,-60.0,-60.0,19.0,2.0
2400.0,0.0,12.8,30.0,6.0,1919.0,140.0,0.0,12.5,0.0,74.0,0.0,3.232,102.0,51.2,382.35,0.08,25.6,0.0,78.0,180.0,6.64,1792.0,5.08,25.5,1.0,-240.0,-240.0,882.8,-500.0,-60.0,-60.0,-60.0,19.0,2.0
2500.0,0.0,12.8,30.0,8.0,1790.0,139.0,0.0,12.2,0.0,74.0,0.0,3.144,102.0,50.3,382.35,0.08,25.6,0.0,78.0,173.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,976.6,-500.0,-60.0,-60.0,-60.0,19.0,2.0
2600.0,0.0,12.8,30.0,6.0,1881.0,140.0,0.0,12.3,0.0,74.0,0.0,3.232,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,78.1,-500.0,-60.0,-60.0,-60.0,19.0,2.0
2700.0,0.0,12.8,30.0,7.0,1818.0,139.0,0.0,12.2,0.0,74.0,0.0,3.232,102.0,50.7,382.35,0.07,25.6,0.0,78.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,171.9,-500.0,-60.0,-60.0,-60.0,19.0,2.0
2800.0,0.0,12.8,30.0,8.0,1817.0,140.0,0.0,12.7,0.0,74.0,0.0,3.192,102.0,50.7,382.35,0.07,25.6,0.0,78.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,273.4,-500.0,-60.0,-60.0,-60.0,19.0,2.0
2900.0,0.0,12.8,30.0,6.0,1853.0,139.0,0.0,12.8,0.0,74.0,0.0,3.144,102.0,50.7,382.35,0.07,25.6,0.0,78.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,367.2,-500.0,-60.0,-60.0,-60.0,19.0,2.0
3000.0,0.0,12.8,30.0,8.0,1807.0,140.0,0.0,12.8,0.0,74.0,0.0,3.088,102.0,50.3,382.35,0.07,25.6,0.0,78.0,176.0,6.64,1792.0,4.3,25.5,1.0,-240.0,-240.0,468.8,-500.0,-60.0,-60.0,-60.0,18.6,1.0
3100.0,0.0,12.8,30.0,6.0,1824.0,139.0,0.0,12.6,0.0,74.0,0.0,3.144,102.0,50.7,382.35,0.07,25.6,0.0,78.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,562.5,-500.0,-60.0,-60.0,-60.0,18.6,1.0
3200.0,0.0,12.8,30.0,8.0,1754.0,140.0,0.0,12.2,0.0,74.0,0.0,3.232,102.0,50.3,387.25,0.07,25.6,0.0,79.0,176.0,6.64,1792.0,5.08,25.5,1.0,-240.0,-240.0,664.1,-500.0,-60.0,-60.0,-60.0,18.6,1.0
3300.0,0.0,12.8,30.0,6.0,1837.0,139.0,0.0,12.2,0.0,74.0,0.0,3.26,102.0,50.7,382.35,0.07,25.6,0.0,78.0,178.0,6.64,1792.0,5.08,25.5,1.0,-240.0,-240.0,757.8,-500.0,-60.0,-60.0,-60.0,18.6,1.0
3400.0,0.0,12.8,30.0,7.0,1865.0,140.0,0.0,12.3,0.0,74.0,0.0,3.26,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,5.08,25.5,1.0,-240.0,-240.0,859.4,-500.0,-60.0,-60.0,-60.0,18.6,1.0
3500.0,0.0,12.8,30.0,6.0,1840.0,139.0,0.0,12.8,0.0,74.0,0.0,3.208,102.0,50.7,387.25,0.07,25.6,0.0,79.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,953.1,-500.0,-60.0,-60.0,-60.0,18.6,1.0
3600.0,0.0,12.8,30.0,7.0,1861.0,140.0,0.0,12.8,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,54.7,-500.0,-60.0,-60.0,-60.0,18.6,1.0
3700.0,0.0,12.8,30.0,6.0,1874.0,140.0,0.0,12.8,0.0,74.0,0.0,3.144,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,250.0,-500.0,-60.0,-60.0,-60.0,18.6,1.0
3800.0,0.0,12.8,30.0,6.0,1874.0,140.0,0.0,12.8,0.0,74.0,0.0,3.144,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,250.0,-500.0,-60.0,-60.0,-60.0,18.6,1.0
3900.0,0.0,12.8,30.0,8.0,1862.0,139.0,0.0,12.8,0.0,74.0,0.0,3.144,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,445.3,-500.0,-60.0,-60.0,-60.0,18.6,1.0
4000.0,0.0,12.8,30.0,8.0,1862.0,139.0,0.0,12.8,0.0,74.0,0.0,3.144,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,445.3,-500.0,-60.0,-60.0,-60.0,18.5,1.0
4100.0,0.0,12.8,30.0,7.0,1865.0,139.0,0.0,12.8,0.0,74.0,0.0,3.144,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,640.6,-500.0,-60.0,-60.0,-60.0,18.5,1.0
4200.0,0.0,12.8,30.0,7.0,1865.0,139.0,0.0,12.8,0.0,74.0,0.0,3.144,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,640.6,-500.0,-60.0,-60.0,-60.0,18.5,1.0
4300.0,0.0,12.8,30.0,7.0,1892.0,140.0,0.0,12.8,0.0,74.0,0.0,3.144,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,835.9,-500.0,-60.0,-60.0,-60.0,18.5,1.0
4400.0,0.0,12.8,30.0,6.0,1847.0,139.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,929.7,-500.0,-60.0,-60.0,-60.0,18.5,1.0
4500.0,0.0,12.8,30.0,6.0,1878.0,140.0,0.0,12.8,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,31.2,-500.0,-60.0,-60.0,-60.0,18.5,1.0
4600.0,0.0,12.8,30.0,6.0,1844.0,140.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,125.0,-500.0,-60.0,-60.0,-60.0,18.5,1.0
4700.0,0.0,12.8,30.0,7.0,1845.0,140.0,0.0,12.9,0.0,74.0,0.0,3.144,102.0,50.7,387.25,0.07,25.6,0.0,79.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,226.6,-500.0,-60.0,-60.0,-60.0,18.5,1.0
4800.0,0.0,12.8,30.0,6.0,1857.0,139.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,320.3,-500.0,-60.0,-60.0,-60.0,18.5,1.0
4900.0,0.0,12.8,30.0,6.0,1865.0,140.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,421.9,-500.0,-60.0,-60.0,-60.0,18.5,1.0
5000.0,0.0,12.8,30.0,6.0,1847.0,140.0,0.0,12.9,0.0,74.0,0.0,3.144,102.0,50.7,382.35,0.07,25.6,0.0,78.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,515.6,-500.0,-60.0,-60.0,-60.0,18.4,1.0
5100.0,0.0,12.8,30.0,6.0,1817.0,140.0,0.0,12.9,0.0,74.0,0.0,3.088,102.0,50.3,382.35,0.07,25.6,0.0,78.0,176.0,6.64,1792.0,4.3,25.5,1.0,-240.0,-240.0,617.2,-500.0,-60.0,-60.0,-60.0,18.4,1.0
5200.0,0.0,12.8,30.0,6.0,1877.0,140.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,710.9,-500.0,-60.0,-60.0,-60.0,18.4,1.0
5300.0,0.0,12.8,30.0,6.0,1835.0,140.0,0.0,12.8,0.0,74.0,0.0,3.176,102.0,50.7,387.25,0.07,25.6,0.0,79.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,812.5,-500.0,-60.0,-60.0,-60.0,18.4,1.0
5400.0,0.0,12.8,30.0,7.0,1811.0,140.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,906.2,-500.0,-60.0,-60.0,-60.0,18.4,1.0
5500.0,0.0,12.8,30.0,7.0,1872.0,140.0,0.0,12.8,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,7.8,-500.0,-60.0,-60.0,-60.0,18.4,1.0
5600.0,0.0,12.8,30.0,7.0,1822.0,140.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,387.25,0.07,25.6,0.0,79.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,101.6,-500.0,-60.0,-60.0,-60.0,18.4,1.0
5700.0,0.0,12.8,30.0,6.0,1892.0,140.0,0.0,12.8,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,203.1,-500.0,-60.0,-60.0,-60.0,18.4,1.0
5800.0,0.0,12.8,30.0,7.0,1811.0,139.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,296.9,-500.0,-60.0,-60.0,-60.0,18.4,1.0
5900.0,0.0,12.8,30.0,7.0,1828.0,140.0,0.0,12.8,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,398.4,-500.0,-60.0,-60.0,-60.0,18.4,1.0
6000.0,0.0,12.8,30.0,6.0,1837.0,140.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,387.25,0.07,25.6,0.0,79.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,492.2,-500.0,-60.0,-60.0,-60.0,18.4,0.0
6100.0,0.0,12.8,30.0,6.0,1892.0,140.0,0.0,12.8,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,593.8,-500.0,-60.0,-60.0,-60.0,18.4,0.0
6200.0,0.0,12.8,30.0,6.0,1851.0,140.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,687.5,-500.0,-60.0,-60.0,-60.0,18.4,0.0
6300.0,0.0,12.8,30.0,6.0,1836.0,140.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,789.1,-500.0,-60.0,-60.0,-60.0,18.4,0.0
6400.0,0.0,12.8,30.0,7.0,1803.0,140.0,0.0,12.9,0.0,74.0,0.0,3.088,102.0,50.3,387.25,0.07,25.6,0.0,79.0,173.0,6.64,1792.0,4.3,25.5,1.0,-240.0,-240.0,882.8,-500.0,-60.0,-60.0,-60.0,18.4,0.0
6500.0,0.0,12.8,30.0,6.0,1869.0,140.0,0.0,12.8,0.0,74.0,0.0,3.144,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,984.4,-500.0,-60.0,-60.0,-60.0,18.4,0.0
6600.0,0.0,12.8,30.0,7.0,1810.0,139.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,178.0,6.64,1792.0,4.69,25.5,1.0,-240.0,-240.0,78.1,-500.0,-60.0,-60.0,-60.0,18.4,0.0
6700.0,0.0,12.8,30.0,4.0,1927.0,140.0,0.0,12.8,0.0,74.0,0.0,3.2,102.0,51.2,382.35,0.07,25.6,0.0,78.0,180.0,5.47,1792.0,5.08,25.5,1.0,-240.0,-240.0,179.7,-500.0,-60.0,-60.0,-60.0,18.4,0.0
6800.0,0.0,12.8,30.0,6.0,1873.0,140.0,0.0,12.9,0.0,74.0,0.0,3.144,102.0,50.7,382.35,0.07,25.6,0.0,78.0,178.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,375.0,-500.0,-60.0,-60.0,-60.0,18.4,0.0
6900.0,0.0,12.8,30.0,7.0,1816.0,140.0,0.0,12.9,0.0,74.0,0.0,3.04,102.0,50.3,382.35,0.07,25.6,0.0,78.0,173.0,5.47,1792.0,4.3,25.5,1.0,-240.0,-240.0,468.8,-500.0,-60.0,-60.0,-60.0,18.4,0.0
7000.0,0.0,12.8,30.0,5.0,1912.0,139.0,0.0,12.8,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,178.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,570.3,-500.0,-60.0,-60.0,-60.0,18.2,0.0
7100.0,0.0,12.8,30.0,7.0,1800.0,139.0,0.0,12.9,0.0,74.0,0.0,3.04,102.0,50.3,382.35,0.07,25.6,0.0,78.0,173.0,5.47,1792.0,4.3,25.5,1.0,-240.0,-240.0,664.1,-500.0,-60.0,-60.0,-60.0,18.2,0.0
7200.0,0.0,12.8,30.0,6.0,1881.0,140.0,0.0,12.8,0.0,74.0,0.0,3.144,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,765.6,-500.0,-60.0,-60.0,-60.0,18.2,0.0
7300.0,0.0,12.8,30.0,7.0,1819.0,140.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,859.4,-500.0,-60.0,-60.0,-60.0,18.2,0.0
7400.0,0.0,12.8,30.0,6.0,1855.0,139.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,960.9,-500.0,-60.0,-60.0,-60.0,18.2,0.0
7500.0,0.0,12.8,30.0,7.0,1806.0,140.0,0.0,12.9,0.0,74.0,0.0,3.088,102.0,50.3,387.25,0.07,25.6,0.0,79.0,176.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,54.7,-500.0,-60.0,-60.0,-60.0,18.2,0.0
7600.0,0.0,12.8,30.0,7.0,1807.0,140.0,0.0,12.9,0.0,74.0,0.0,3.088,102.0,50.3,382.35,0.07,25.6,0.0,78.0,176.0,5.47,1792.0,4.3,25.5,1.0,-240.0,-240.0,156.2,-500.0,-60.0,-60.0,-60.0,18.2,0.0
7700.0,0.0,12.8,30.0,6.0,1847.0,140.0,0.0,12.9,0.0,74.0,0.0,3.144,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,250.0,-500.0,-60.0,-60.0,-60.0,18.2,0.0
7800.0,0.0,12.8,30.0,6.0,1870.0,140.0,0.0,12.8,0.0,74.0,0.0,3.088,102.0,50.3,382.35,0.07,25.6,0.0,78.0,173.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,351.6,-500.0,-60.0,-60.0,-60.0,18.2,0.0
7900.0,0.0,12.8,30.0,8.0,1798.0,140.0,0.0,12.9,0.0,74.0,0.0,3.088,102.0,50.3,387.25,0.07,25.6,0.0,79.0,176.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,445.3,-500.0,-60.0,-60.0,-60.0,18.2,0.0
8000.0,0.0,12.8,30.0,5.0,1898.0,140.0,0.0,12.8,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,546.9,-500.0,-60.0,-60.0,-60.0,18.1,0.0
8100.0,0.0,12.8,30.0,8.0,1782.0,140.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,387.25,0.07,25.6,0.0,79.0,180.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,640.6,-500.0,-60.0,-60.0,-60.0,18.1,0.0
8200.0,0.0,12.8,30.0,8.0,1897.0,140.0,0.0,12.8,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,742.2,-500.0,-60.0,-60.0,-60.0,18.1,0.0
8300.0,0.0,12.8,30.0,6.0,1834.0,140.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,387.25,0.07,25.6,0.0,79.0,180.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,835.9,-500.0,-60.0,-60.0,-60.0,18.1,0.0
8400.0,0.0,12.8,30.0,6.0,1851.0,140.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,937.5,-500.0,-60.0,-60.0,-60.0,18.1,0.0
8500.0,0.0,12.8,30.0,6.0,1839.0,140.0,0.0,12.9,0.0,74.0,0.0,3.176,102.0,50.7,387.25,0.07,25.6,0.0,79.0,180.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,31.2,-500.0,-60.0,-60.0,-60.0,18.1,0.0
8600.0,0.0,12.8,30.0,6.0,1895.0,140.0,0.0,12.8,0.0,75.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,132.8,-500.0,-60.0,-60.0,-60.0,18.1,0.0
8700.0,0.0,12.8,30.0,7.0,1802.0,140.0,0.0,12.9,0.0,75.0,0.0,3.088,102.0,50.3,387.25,0.07,25.6,0.0,79.0,176.0,5.47,1792.0,4.3,25.5,1.0,-240.0,-240.0,226.6,-500.0,-60.0,-60.0,-60.0,18.1,0.0
8800.0,0.0,12.8,30.0,5.0,1861.0,140.0,0.0,12.8,0.0,75.0,0.0,3.088,102.0,50.3,387.25,0.07,25.6,0.0,79.0,176.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,328.1,-500.0,-60.0,-60.0,-60.0,18.1,0.0
8900.0,0.0,12.8,30.0,7.0,1808.0,140.0,0.0,12.9,0.0,75.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,421.9,-500.0,-60.0,-60.0,-60.0,18.1,0.0
9000.0,0.0,12.8,30.0,7.0,1844.0,140.0,0.0,12.9,0.0,75.0,0.0,3.176,102.0,50.7,382.35,0.07,25.6,0.0,78.0,180.0,5.47,1792.0,4.69,25.5,1.0,-240.0,-240.0,523.4,-500.0,-60.0,-60.0,-60.0,18.0,0.0
