Time,AFR_Target,T_Air,SA,RPM,TPS_AD,TPS_indx,Volt_Batt,Inj_Angle,T_Eng,TPS_Percent,Cyl1_Comn_FuelPW,Cyl1_Eng_AP,NBO2_Volt,Inst_Fuel_Consump,Avg_Fuel_Consump,Acc_Fuel_Mult,NBO2_AD,Cyl1_Final_VM,Idle_Desir_RPM,Cyl1_Injector_Period_Rate,TimeCount,PH_GPS_Altitude,PH_GPS_Speed
45200.0,11.5,26.0,29.0,9293.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.972,94.0,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,171.9,17.0,104.0
45300.0,11.5,26.0,29.0,9270.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,273.4,17.0,101.0
45400.0,11.5,26.0,29.0,9299.0,791.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,367.2,17.0,101.0
45500.0,11.5,26.0,29.0,9299.0,791.0,185.0,12.6,-120.0,70.0,100.0,8.88,92.9,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,562.5,17.0,101.0
45600.0,11.5,26.0,29.0,9310.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,387.25,0.0,0.0,0.0,79.0,256.0,2128.0,69.14,664.1,17.0,101.0
45700.0,11.5,26.0,29.0,9339.0,791.0,185.0,12.6,-120.0,70.0,100.0,8.88,92.9,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,757.8,17.0,101.0
45800.0,11.5,26.0,29.0,9293.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,859.4,17.0,101.0
45900.0,11.5,26.0,29.0,9282.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,953.1,17.0,101.0
46000.0,11.5,26.0,29.0,9282.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,953.1,17.0,101.0
46100.0,11.5,26.0,29.0,9293.0,793.0,186.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,148.4,17.0,101.0
46200.0,11.5,26.0,29.0,9310.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,250.0,16.8,101.0
46300.0,11.5,26.0,29.0,9259.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,94.0,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,343.8,16.8,101.0
46400.0,11.5,26.0,29.0,9299.0,791.0,185.0,12.6,-120.0,70.0,100.0,8.972,94.0,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,445.3,16.8,101.0
46500.0,11.5,26.0,29.0,9264.0,793.0,186.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,539.1,16.8,101.0
46600.0,11.5,26.0,29.0,9293.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,640.6,16.8,101.0
46700.0,11.5,26.0,29.0,9270.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,734.4,16.8,101.0
46800.0,11.5,26.0,29.0,9282.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,835.9,16.8,101.0
46900.0,11.5,26.0,29.0,9299.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.972,94.0,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,929.7,16.8,101.0
47000.0,11.5,26.0,29.0,9282.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,387.25,0.0,0.0,0.0,79.0,256.0,2128.0,68.75,31.2,16.8,101.0
47100.0,11.5,26.0,29.0,9276.0,793.0,186.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,125.0,16.8,101.0
47200.0,11.5,26.0,29.0,9287.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,226.6,16.8,104.0
47300.0,11.5,26.0,29.0,9259.0,793.0,186.0,12.6,-120.0,70.0,100.0,8.972,94.0,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,320.3,16.8,104.0
47400.0,11.5,26.0,29.0,9287.0,791.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,421.9,16.8,104.0
47500.0,11.5,26.0,29.0,9276.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,515.6,16.8,104.0
47600.0,11.5,26.0,29.0,9293.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.972,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,617.2,16.8,104.0
47700.0,11.5,26.0,29.0,9247.0,793.0,186.0,12.6,-120.0,70.0,100.0,8.972,94.0,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,710.9,16.8,104.0
47800.0,11.5,26.0,29.0,9242.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.36,812.5,16.8,104.0
47900.0,11.5,26.0,29.0,9242.0,791.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,906.2,16.8,104.0
48000.0,11.5,26.0,29.0,9259.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.972,94.0,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,7.8,16.8,104.0
48100.0,11.5,26.0,29.0,9253.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.972,94.0,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,101.6,16.8,104.0
48200.0,11.5,26.0,29.0,9264.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.972,94.0,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,203.1,16.9,105.0
48300.0,11.5,26.0,29.0,9264.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,296.9,16.9,105.0
48400.0,11.5,26.0,29.0,9270.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,398.4,16.9,105.0
48500.0,11.5,26.0,29.0,9287.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,492.2,16.9,105.0
48600.0,11.5,26.0,29.0,9310.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,593.8,16.9,105.0
48700.0,11.5,26.0,29.0,9316.0,793.0,186.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,687.5,16.9,105.0
48800.0,11.5,26.0,29.0,9345.0,791.0,185.0,12.6,-120.0,70.0,100.0,8.88,92.9,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,882.8,16.9,105.0
48900.0,11.5,26.0,29.0,9287.0,793.0,186.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,984.4,16.9,105.0
49000.0,11.5,26.0,29.0,9322.0,793.0,186.0,12.6,-120.0,70.0,100.0,8.924,93.5,387.25,0.0,0.0,0.0,79.0,256.0,2128.0,69.14,78.1,16.9,105.0
49100.0,11.5,26.0,29.0,9322.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,179.7,16.9,105.0
49200.0,11.5,26.0,29.0,9334.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,273.4,17.3,102.0
49300.0,11.5,26.0,29.0,9299.0,791.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,387.25,0.0,0.0,0.0,79.0,256.0,2128.0,68.75,375.0,17.3,102.0
49400.0,11.5,26.0,29.0,9282.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,468.8,17.3,102.0
49500.0,11.5,26.0,29.0,9299.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,570.3,17.3,102.0
49600.0,11.5,26.0,29.0,9299.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.972,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.53,664.1,17.3,102.0
49700.0,11.5,26.0,29.0,9328.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.88,92.9,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,765.6,17.3,102.0
49800.0,11.5,26.0,29.0,9287.0,793.0,186.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,859.4,17.3,102.0
49900.0,11.5,26.0,29.0,9310.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,68.75,960.9,17.3,102.0
50000.0,11.5,26.0,29.0,9328.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,54.7,17.3,102.0
50100.0,11.5,26.0,29.0,9287.0,793.0,186.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,156.2,17.3,102.0
50200.0,11.5,26.0,29.0,9299.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,387.25,0.0,0.0,0.0,79.0,256.0,2128.0,68.75,250.0,16.0,101.0
50300.0,11.5,26.0,29.0,9287.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.972,94.0,387.25,0.0,0.0,0.0,79.0,256.0,2128.0,69.14,351.6,16.0,101.0
50400.0,11.5,26.0,29.0,9310.0,791.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,445.3,16.0,101.0
50500.0,11.5,26.0,29.0,9310.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,546.9,16.0,101.0
50600.0,11.5,26.0,29.0,9310.0,793.0,186.0,12.2,-120.0,70.0,100.0,9.088,94.0,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,70.31,640.6,16.0,101.0
50700.0,11.5,26.0,29.0,9322.0,792.0,185.0,12.3,-120.0,70.0,100.0,9.072,94.0,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,70.31,742.2,16.0,101.0
50800.0,11.5,26.0,29.0,9328.0,793.0,186.0,12.3,-120.0,70.0,100.0,8.94,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,835.9,16.0,101.0
50900.0,11.5,26.0,29.0,9339.0,791.0,185.0,12.5,-120.0,70.0,100.0,8.94,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,937.5,16.0,101.0
51000.0,11.5,26.0,29.0,9305.0,792.0,185.0,12.5,-120.0,70.0,100.0,8.94,93.5,387.25,0.0,0.0,0.0,79.0,256.0,2128.0,69.14,31.2,16.0,101.0
51100.0,11.5,26.0,29.0,9322.0,793.0,186.0,12.5,-120.0,70.0,100.0,8.94,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,132.8,16.0,101.0
51200.0,11.5,26.0,29.0,9305.0,792.0,185.0,12.3,-120.0,70.0,100.0,9.028,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.92,226.6,16.1,101.0
51300.0,11.5,26.0,29.0,9305.0,792.0,185.0,12.6,-120.0,70.0,100.0,8.924,93.5,387.25,0.0,0.0,0.0,79.0,256.0,2128.0,69.14,328.1,16.1,101.0
51400.0,11.5,26.0,29.0,9287.0,791.0,185.0,12.6,-120.0,70.0,100.0,8.972,94.0,392.16,0.0,0.0,0.0,80.0,256.0,2128.0,69.14,421.9,16.1,101.0
51500.0,11.5,26.0,30.0,9118.0,230.0,45.0,12.6,0.0,70.0,27.5,7.436,73.6,392.16,0.0,0.0,0.0,80.0,230.0,2128.0,57.03,523.4,16.1,101.0
51600.0,11.7,26.0,30.0,7957.0,53.0,1.0,12.7,0.0,70.0,0.4,0.0,35.0,387.25,0.0,0.0,0.0,79.0,265.0,2128.0,0.0,617.2,16.1,101.0
51700.0,11.8,26.0,30.0,7526.0,53.0,1.0,12.7,0.0,70.0,0.4,0.0,34.0,382.35,0.0,0.0,0.0,78.0,247.0,2128.0,0.0,718.8,16.1,101.0
51800.0,12.0,26.0,30.0,7462.0,53.0,1.0,12.7,0.0,70.0,0.4,0.0,31.9,382.35,0.0,0.0,0.0,78.0,242.0,2128.0,0.0,812.5,16.1,101.0
51900.0,12.0,26.0,30.0,7411.0,53.0,1.0,12.7,0.0,70.0,0.4,0.0,31.4,387.25,0.0,0.0,0.0,79.0,240.0,2128.0,0.0,914.1,16.1,101.0
52000.0,12.0,26.0,30.0,7313.0,53.0,1.0,12.8,0.0,70.0,0.4,0.0,30.9,382.35,0.0,0.0,0.0,78.0,238.0,2128.0,0.0,7.8,16.1,101.0
52100.0,12.0,26.0,30.0,7246.0,52.0,0.0,12.8,0.0,70.0,0.0,0.0,30.4,382.35,0.0,0.0,0.0,78.0,255.0,2128.0,0.0,203.1,16.1,101.0
52200.0,12.0,26.0,30.0,7166.0,52.0,0.0,12.7,0.0,70.0,0.0,0.0,29.9,382.35,0.0,0.0,0.0,78.0,250.0,2128.0,0.0,304.7,17.2,102.0
52300.0,12.0,26.0,30.0,7088.0,52.0,0.0,12.8,0.0,70.0,0.0,0.0,29.9,382.35,0.0,0.0,0.0,78.0,243.0,2128.0,0.0,398.4,17.2,102.0
52400.0,12.0,26.0,30.0,6989.0,53.0,1.0,12.8,0.0,70.0,0.4,0.0,29.9,382.35,0.0,0.0,0.0,78.0,214.0,2128.0,0.0,500.0,17.2,102.0
52500.0,12.0,26.0,30.0,6896.0,52.0,0.0,12.8,0.0,70.0,0.0,0.0,29.4,382.35,0.0,0.0,0.0,78.0,212.0,2128.0,0.0,593.8,17.2,102.0
52600.0,12.0,26.0,30.0,6836.0,52.0,0.0,12.8,0.0,70.0,0.0,0.0,29.4,382.35,0.0,0.0,0.0,78.0,218.0,2128.0,0.0,695.3,17.2,102.0
52700.0,12.0,26.0,30.0,6759.0,52.0,0.0,12.8,0.0,70.0,0.0,0.0,29.4,382.35,0.0,0.0,0.0,78.0,211.0,2128.0,0.0,789.1,17.2,102.0
52800.0,12.0,26.0,30.0,6729.0,52.0,0.0,12.8,0.0,70.0,0.0,0.0,29.4,382.35,0.0,0.0,0.0,78.0,203.0,2128.0,0.0,890.6,17.2,102.0
52900.0,12.0,26.0,30.0,6681.0,52.0,0.0,12.8,0.0,70.0,0.0,0.0,29.4,382.35,0.0,0.0,0.0,78.0,189.0,2128.0,0.0,984.4,17.2,102.0
53000.0,12.0,26.0,30.0,6657.0,52.0,0.0,12.8,0.0,70.0,0.0,0.0,29.9,382.35,0.0,0.0,0.0,78.0,194.0,2128.0,0.0,85.9,17.2,102.0
53100.0,12.0,26.0,30.0,6610.0,52.0,0.0,12.8,0.0,70.0,0.0,0.0,29.9,382.35,0.0,0.0,0.0,78.0,193.0,2128.0,0.0,179.7,17.2,102.0
