Time,Dec_FC_En,AFR_Target,T_Air,SA,RPM,TPS_AD,TPS_indx,Volt_Batt,Inj_Angle,T_Eng,TPS_Percent,Cyl1_Comn_FuelPW,Cyl1_Eng_AP,NBO2_Volt,Vehicle_Speed,Inst_Fuel_Consump,Acc_Fuel_Mult,NBO2_AD,Cyl1_Final_VM,Idle_Desir_RPM,Cyl1_Injector_Period_Rate,TimeCount,PH_GPS_Altitude,PH_GPS_Speed
52400.0,0.0,12.6,33.0,30.0,6499.0,294.0,38.0,12.9,0.0,87.0,23.1,3.856,53.2,387.25,0.0,0.0,0.0,79.0,207.0,2064.0,20.7,773.4,13.4,29.0
52500.0,0.0,12.6,33.0,30.0,6535.0,294.0,38.0,12.9,0.0,87.0,23.1,3.856,53.2,387.25,0.0,0.0,0.0,79.0,207.0,2064.0,20.7,875.0,13.4,29.0
52600.0,0.0,12.6,33.0,30.0,6530.0,293.0,38.0,12.9,0.0,87.0,23.1,3.804,53.2,387.25,0.0,0.0,0.0,79.0,207.0,2064.0,20.31,968.8,13.4,29.0
52700.0,0.0,12.6,33.0,30.0,6535.0,295.0,39.0,12.9,0.0,87.0,23.5,3.888,53.2,387.25,0.0,0.0,0.0,79.0,207.0,2064.0,21.09,70.3,13.4,29.0
52800.0,0.0,12.6,33.0,30.0,6547.0,294.0,38.0,12.9,0.0,87.0,23.1,3.868,53.7,387.25,0.0,0.0,0.0,79.0,206.0,2064.0,21.09,164.1,13.4,29.0
52900.0,0.0,12.6,33.0,30.0,6550.0,294.0,38.0,12.9,0.0,87.0,23.1,3.868,53.2,387.25,0.0,0.0,0.0,79.0,206.0,2064.0,21.09,265.6,13.4,29.0
53000.0,0.0,12.6,33.0,30.0,6541.0,295.0,39.0,12.9,0.0,87.0,23.5,3.868,53.7,387.25,0.0,0.0,0.0,79.0,206.0,2064.0,20.7,359.4,13.4,29.0
53100.0,0.0,12.6,33.0,30.0,6501.0,294.0,38.0,12.9,0.0,87.0,23.1,3.856,53.7,382.35,0.0,0.0,0.0,78.0,207.0,2064.0,20.7,460.9,13.1,32.0
53200.0,0.0,12.6,33.0,30.0,6471.0,293.0,38.0,12.9,0.0,87.0,23.1,3.888,53.7,387.25,0.0,0.0,0.0,79.0,207.0,2064.0,20.7,554.7,13.1,32.0
53300.0,0.0,12.6,33.0,30.0,6490.0,295.0,39.0,12.9,0.0,87.0,23.5,3.836,53.2,387.25,0.0,0.0,0.0,79.0,206.0,2064.0,20.7,656.2,13.1,32.0
53400.0,0.0,12.6,33.0,30.0,6524.0,294.0,38.0,12.9,0.0,87.0,23.1,3.856,53.2,387.25,0.0,0.0,0.0,79.0,207.0,2064.0,20.7,750.0,13.1,32.0
53500.0,0.0,12.6,33.0,30.0,6521.0,293.0,38.0,12.9,0.0,87.0,23.1,3.868,53.7,387.25,0.0,0.0,0.0,79.0,205.0,2064.0,20.7,851.6,13.1,32.0
53600.0,0.0,12.6,33.0,30.0,6538.0,295.0,39.0,12.9,0.0,87.0,23.5,3.868,53.2,387.25,0.0,0.0,0.0,79.0,205.0,2064.0,21.09,945.3,13.1,32.0
53700.0,0.0,12.6,33.0,30.0,6558.0,294.0,38.0,12.9,0.0,87.0,23.1,3.836,53.2,387.25,0.0,0.0,0.0,79.0,206.0,2064.0,20.7,46.9,13.1,32.0
53800.0,0.0,12.6,33.0,30.0,6555.0,293.0,38.0,12.9,0.0,87.0,23.1,3.836,53.2,387.25,0.0,0.0,0.0,79.0,206.0,2064.0,20.7,140.6,13.1,32.0
53900.0,0.0,12.6,33.0,30.0,6553.0,295.0,39.0,12.9,0.0,87.0,23.5,3.836,53.2,387.25,0.0,0.0,0.0,79.0,206.0,2064.0,20.7,242.2,13.1,32.0
54000.0,0.0,12.6,33.0,30.0,6555.0,294.0,38.0,12.9,0.0,87.0,23.1,3.868,53.7,387.25,0.0,0.0,0.0,79.0,206.0,2064.0,21.09,335.9,13.1,32.0
54100.0,0.0,12.6,33.0,30.0,6561.0,293.0,38.0,12.9,0.0,87.0,23.1,3.868,53.7,387.25,0.0,0.0,0.0,79.0,206.0,2064.0,21.09,437.5,13.1,33.0
54200.0,0.0,12.6,33.0,30.0,6570.0,295.0,39.0,12.9,0.0,87.0,23.5,3.868,53.2,387.25,0.0,0.0,0.0,79.0,206.0,2064.0,21.09,531.2,13.1,33.0
54300.0,0.0,12.6,33.0,30.0,6564.0,294.0,38.0,12.9,0.0,87.0,23.1,3.836,53.2,387.25,0.0,0.0,0.0,79.0,206.0,2064.0,20.7,632.8,13.1,33.0
54400.0,0.0,12.6,33.0,30.0,6599.0,293.0,38.0,12.9,0.0,87.0,23.1,3.856,53.2,387.25,0.0,0.0,0.0,79.0,206.0,2064.0,21.09,726.6,13.1,33.0
54500.0,0.0,12.6,33.0,30.0,6607.0,295.0,39.0,12.9,0.0,87.0,23.5,3.904,53.2,387.25,0.0,0.0,0.0,79.0,207.0,2064.0,21.48,828.1,13.1,33.0
54600.0,0.0,12.6,33.0,30.0,6622.0,294.0,38.0,12.9,0.0,87.0,23.1,3.904,53.7,387.25,0.0,0.0,0.0,79.0,208.0,2064.0,21.48,921.9,13.1,33.0
54700.0,0.0,12.6,33.0,30.0,6616.0,293.0,38.0,12.9,0.0,87.0,23.1,3.92,53.2,387.25,0.0,0.0,0.0,79.0,207.0,2064.0,21.48,23.4,13.1,33.0
54800.0,0.0,12.6,33.0,30.0,6610.0,294.0,38.0,12.8,0.0,87.0,23.1,3.872,53.2,387.25,0.0,0.0,0.0,79.0,207.0,2064.0,21.09,117.2,13.1,33.0
54900.0,0.0,12.6,33.0,30.0,6628.0,293.0,38.0,12.9,0.0,87.0,23.1,3.856,53.2,387.25,0.0,0.0,0.0,79.0,207.0,2064.0,21.09,218.8,13.1,33.0
55000.0,0.0,12.6,33.0,30.0,6648.0,295.0,39.0,12.9,0.0,87.0,23.5,3.936,53.7,382.35,0.0,0.0,0.0,78.0,209.0,2064.0,21.48,312.5,13.1,33.0
55100.0,0.0,12.6,33.0,30.0,6666.0,294.0,38.0,12.8,0.0,87.0,23.1,3.936,53.7,387.25,0.0,0.0,0.0,79.0,210.0,2064.0,21.88,507.8,13.0,35.0
55200.0,0.0,12.6,33.0,30.0,6684.0,294.0,38.0,12.8,0.0,87.0,23.1,3.936,53.7,387.25,0.0,0.0,0.0,79.0,210.0,2064.0,21.88,609.4,13.0,35.0
55300.0,0.0,12.6,33.0,30.0,6705.0,293.0,38.0,12.9,0.0,87.0,23.1,3.936,53.7,387.25,0.0,0.0,0.0,79.0,210.0,2064.0,21.88,703.1,13.0,35.0
55400.0,0.0,12.6,33.0,30.0,6711.0,294.0,38.0,12.9,0.0,87.0,23.1,3.904,53.2,387.25,0.0,0.0,0.0,79.0,210.0,2064.0,21.48,804.7,13.0,35.0
55500.0,0.0,12.6,33.0,30.0,6732.0,293.0,38.0,12.9,0.0,87.0,23.1,3.904,53.2,387.25,0.0,0.0,0.0,79.0,211.0,2064.0,21.88,898.4,13.0,35.0
55600.0,0.0,12.6,33.0,30.0,6687.0,294.0,38.0,12.9,0.0,87.0,23.1,3.936,53.7,387.25,0.0,0.0,0.0,79.0,210.0,2064.0,21.88,0.0,13.0,35.0
55700.0,0.0,12.6,33.0,30.0,6720.0,293.0,38.0,12.9,0.0,87.0,23.1,3.904,53.7,382.35,0.0,0.0,0.0,78.0,211.0,2064.0,21.48,93.8,13.0,35.0
55800.0,0.0,12.6,33.0,30.0,6723.0,294.0,38.0,12.9,0.0,87.0,23.1,3.92,53.2,387.25,0.0,0.0,0.0,79.0,211.0,2064.0,21.88,195.3,13.0,35.0
55900.0,0.0,12.6,33.0,30.0,6735.0,279.0,35.0,12.9,0.0,87.0,21.2,3.84,52.8,387.25,0.0,0.0,0.0,79.0,208.0,2064.0,21.48,289.1,13.0,35.0
56000.0,0.0,12.6,33.0,30.0,6681.0,264.0,31.0,12.9,0.0,87.0,18.8,3.648,51.8,387.25,0.0,0.0,0.0,79.0,200.0,2064.0,20.31,390.6,13.0,35.0
56100.0,0.0,12.6,33.0,30.0,6672.0,255.0,29.0,12.9,0.0,87.0,17.6,3.576,51.3,387.25,0.0,0.0,0.0,79.0,198.0,2064.0,19.53,484.4,13.2,37.0
56200.0,0.0,12.6,33.0,30.0,6654.0,252.0,28.0,12.9,0.0,87.0,16.9,3.5,50.8,387.25,0.0,0.0,0.0,79.0,195.0,2064.0,19.14,585.9,13.2,37.0
56300.0,0.0,12.6,33.0,30.0,6593.0,192.0,13.0,12.9,0.0,87.0,7.8,3.18,48.4,387.25,0.0,0.0,0.0,79.0,185.0,2064.0,17.19,679.7,13.2,37.0
56400.0,1.0,12.8,33.0,30.0,6263.0,140.0,0.0,12.9,0.0,87.0,0.0,0.0,33.4,382.35,0.0,0.0,0.0,78.0,147.0,2064.0,0.0,781.2,13.2,37.0
56500.0,1.0,12.8,33.0,30.0,5988.0,140.0,0.0,12.9,0.0,87.0,0.0,0.0,31.4,382.35,0.0,0.0,0.0,78.0,143.0,2064.0,0.0,875.0,13.2,37.0
56600.0,1.0,12.8,33.0,29.0,5747.0,140.0,0.0,12.9,0.0,87.0,0.0,0.0,31.4,382.35,0.0,0.0,0.0,78.0,140.0,2064.0,0.0,976.6,13.2,37.0
56700.0,1.0,12.8,33.0,28.0,5597.0,140.0,0.0,13.0,0.0,87.0,0.0,0.0,31.9,387.25,0.0,0.0,0.0,79.0,138.0,2064.0,0.0,70.3,13.2,37.0
56800.0,1.0,12.8,33.0,28.0,5480.0,140.0,0.0,12.9,0.0,87.0,0.0,0.0,32.4,387.25,0.0,0.0,0.0,79.0,138.0,2064.0,0.0,171.9,13.2,37.0
56900.0,1.0,12.8,33.0,27.0,5401.0,140.0,0.0,13.0,0.0,87.0,0.0,0.0,32.9,387.25,0.0,0.0,0.0,79.0,138.0,2064.0,0.0,265.6,13.2,37.0
57000.0,1.0,12.8,33.0,26.0,5300.0,140.0,0.0,13.0,0.0,87.0,0.0,0.0,33.4,387.25,0.0,0.0,0.0,79.0,138.0,2064.0,0.0,367.2,13.2,37.0
57100.0,1.0,12.8,33.0,26.0,5248.0,140.0,0.0,13.0,0.0,87.0,0.0,0.0,33.9,387.25,0.0,0.0,0.0,79.0,138.0,2064.0,0.0,460.9,12.9,38.0
57200.0,1.0,12.8,33.0,26.0,5193.0,140.0,0.0,13.0,0.0,87.0,0.0,0.0,34.3,387.25,0.0,0.0,0.0,79.0,138.0,2064.0,0.0,562.5,12.9,38.0
57300.0,1.0,12.8,33.0,26.0,5136.0,140.0,0.0,13.0,0.0,87.0,0.0,0.0,34.8,382.35,0.0,0.0,0.0,78.0,140.0,2064.0,0.0,656.2,12.9,38.0
57400.0,1.0,12.8,33.0,26.0,5102.0,140.0,0.0,13.0,0.0,87.0,0.0,0.0,34.8,382.35,0.0,0.0,0.0,78.0,140.0,2064.0,0.0,757.8,12.9,38.0
57500.0,1.0,12.8,33.0,25.0,5042.0,140.0,0.0,13.0,0.0,87.0,0.0,0.0,35.3,382.35,0.0,0.0,0.0,78.0,140.0,2064.0,0.0,851.6,12.9,38.0
57600.0,1.0,12.8,33.0,25.0,4995.0,140.0,0.0,13.0,0.0,87.0,0.0,0.0,35.8,382.35,0.0,0.0,0.0,78.0,140.0,2064.0,0.0,953.1,12.9,38.0
57700.0,1.0,12.8,33.0,25.0,4978.0,140.0,0.0,13.0,0.0,87.0,0.0,0.0,35.8,387.25,0.0,0.0,0.0,79.0,140.0,2064.0,0.0,46.9,12.9,38.0
57800.0,1.0,12.8,33.0,25.0,4927.0,139.0,0.0,12.9,0.0,87.0,0.0,0.0,36.8,382.35,0.0,0.0,0.0,78.0,140.0,2064.0,0.0,148.4,12.9,38.0
57900.0,1.0,12.8,33.0,24.0,4911.0,140.0,0.0,13.0,0.0,87.0,0.0,0.0,36.8,387.25,0.0,0.0,0.0,79.0,140.0,2064.0,0.0,242.2,12.9,38.0
58000.0,1.0,12.8,33.0,24.0,4882.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,36.8,382.35,0.0,0.0,0.0,78.0,140.0,2064.0,0.0,343.8,12.9,38.0
58100.0,1.0,12.8,33.0,24.0,4849.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,37.2,387.25,0.0,0.0,0.0,79.0,141.0,2064.0,0.0,437.5,13.0,34.0
58200.0,1.0,12.8,33.0,24.0,4826.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,37.7,387.25,0.0,0.0,0.0,79.0,143.0,2064.0,0.0,539.1,13.0,34.0
58300.0,1.0,12.8,33.0,24.0,4790.0,140.0,0.0,12.9,0.0,88.0,0.0,0.0,37.7,382.35,0.0,0.0,0.0,78.0,143.0,2064.0,0.0,632.8,13.0,34.0
58400.0,1.0,12.8,33.0,24.0,4764.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,38.2,382.35,0.0,0.0,0.0,78.0,145.0,2064.0,0.0,734.4,13.0,34.0
58500.0,1.0,12.8,33.0,24.0,4719.0,140.0,0.0,12.9,0.0,88.0,0.0,0.0,39.2,387.25,0.0,0.0,0.0,79.0,149.0,2064.0,0.0,828.1,13.0,34.0
58600.0,1.0,12.8,33.0,23.0,4632.0,140.0,0.0,12.9,0.0,88.0,0.0,0.0,39.7,382.35,0.0,0.0,0.0,78.0,149.0,2064.0,0.0,23.4,13.0,34.0
58700.0,1.0,12.8,33.0,23.0,4598.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,39.7,387.25,0.0,0.0,0.0,79.0,151.0,2064.0,0.0,125.0,13.0,34.0
58800.0,1.0,12.8,33.0,23.0,4581.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,40.2,387.25,0.0,0.0,0.0,79.0,153.0,2064.0,0.0,218.8,13.0,34.0
58900.0,1.0,12.8,33.0,23.0,4535.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,40.6,382.35,0.0,0.0,0.0,78.0,155.0,2064.0,0.0,320.3,13.0,34.0
59000.0,1.0,12.8,33.0,22.0,4484.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,40.6,387.25,0.0,0.0,0.0,79.0,156.0,2064.0,0.0,414.1,13.0,34.0
59100.0,1.0,12.8,33.0,22.0,4462.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,41.1,387.25,0.0,0.0,0.0,79.0,156.0,2064.0,0.0,515.6,13.3,30.0
59200.0,1.0,12.8,33.0,22.0,4406.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,41.6,382.35,0.0,0.0,0.0,78.0,158.0,2064.0,0.0,609.4,13.3,30.0
59300.0,1.0,12.8,33.0,22.0,4378.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,42.1,382.35,0.0,0.0,0.0,78.0,158.0,2064.0,0.0,710.9,13.3,30.0
59400.0,1.0,12.8,33.0,22.0,4345.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,42.6,387.25,0.0,0.0,0.0,79.0,160.0,2064.0,0.0,804.7,13.3,30.0
59500.0,1.0,12.8,33.0,22.0,4304.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,42.6,387.25,0.0,0.0,0.0,79.0,160.0,2064.0,0.0,906.2,13.3,30.0
59600.0,1.0,12.8,33.0,21.0,4271.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,43.6,382.35,0.0,0.0,0.0,78.0,161.0,2064.0,0.0,0.0,13.3,30.0
59700.0,1.0,12.8,33.0,21.0,4239.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,43.6,382.35,0.0,0.0,0.0,78.0,161.0,2064.0,0.0,101.6,13.3,30.0
59800.0,1.0,12.8,33.0,21.0,4189.0,139.0,0.0,13.0,0.0,88.0,0.0,0.0,44.5,382.35,0.0,0.0,0.0,78.0,164.0,2064.0,0.0,195.3,13.3,30.0
59900.0,1.0,12.8,33.0,21.0,4160.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,44.5,387.25,0.0,0.0,0.0,79.0,166.0,2064.0,0.0,296.9,13.3,30.0
60000.0,1.0,12.8,33.0,20.0,4108.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,45.5,382.35,0.0,0.0,0.0,78.0,167.0,2064.0,0.0,390.6,13.3,30.0
60100.0,1.0,12.8,33.0,6.0,4071.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,46.0,387.25,0.0,0.0,0.0,79.0,168.0,2064.0,0.0,492.2,13.1,25.0
60200.0,1.0,12.8,33.0,6.0,4038.0,139.0,0.0,13.0,0.0,88.0,0.0,0.0,46.0,387.25,0.0,0.0,0.0,79.0,168.0,2064.0,0.0,585.9,13.1,25.0
60300.0,1.0,12.8,33.0,6.0,3990.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,46.0,387.25,0.0,0.0,0.0,79.0,168.0,2064.0,0.0,687.5,13.1,25.0
60400.0,1.0,12.8,33.0,5.0,3956.0,140.0,0.0,13.0,0.0,88.0,0.0,0.0,46.5,382.35,0.0,0.0,0.0,78.0,169.0,2064.0,0.0,781.2,13.1,25.0
60500.0,1.0,12.8,33.0,5.0,3918.0,140.0,0.0,12.9,0.0,89.0,0.0,0.0,46.5,382.35,0.0,0.0,0.0,78.0,168.0,2064.0,0.0,882.8,13.1,25.0
60600.0,1.0,12.8,33.0,4.0,3885.0,139.0,0.0,13.0,0.0,89.0,0.0,0.0,46.5,382.35,0.0,0.0,0.0,78.0,166.0,2064.0,0.0,976.6,13.1,25.0
60700.0,1.0,12.8,33.0,4.0,3837.0,140.0,0.0,13.0,0.0,89.0,0.0,0.0,46.5,387.25,0.0,0.0,0.0,79.0,166.0,2064.0,0.0,78.1,13.1,25.0
60800.0,1.0,12.8,33.0,4.0,3774.0,140.0,0.0,13.0,0.0,89.0,0.0,0.0,46.5,382.35,0.0,0.0,0.0,78.0,166.0,2064.0,0.0,171.9,13.1,25.0
60900.0,1.0,12.8,33.0,4.0,3739.0,140.0,0.0,13.0,0.0,89.0,0.0,0.0,46.5,382.35,0.0,0.0,0.0,78.0,163.0,2064.0,0.0,273.4,13.1,25.0
61000.0,1.0,12.8,33.0,4.0,3664.0,139.0,0.0,13.0,0.0,89.0,0.0,0.0,46.0,382.35,0.0,0.0,0.0,78.0,161.0,2064.0,0.0,367.2,13.1,25.0
61100.0,1.0,12.8,33.0,4.0,3416.0,140.0,0.0,13.0,0.0,89.0,0.0,0.0,45.5,382.35,0.0,0.0,0.0,78.0,157.0,2064.0,0.0,468.8,13.0,21.0
61200.0,1.0,12.8,33.0,4.0,3106.0,139.0,0.0,13.0,0.0,89.0,0.0,0.0,44.5,382.35,0.0,0.0,0.0,78.0,149.0,2064.0,0.0,562.5,13.0,21.0
61300.0,1.0,12.8,33.0,4.0,2720.0,140.0,0.0,13.0,0.0,89.0,0.0,0.0,45.5,382.35,0.0,0.0,0.0,78.0,157.0,2064.0,0.0,664.1,13.0,21.0
61400.0,0.0,12.8,33.0,2.0,2349.0,139.0,0.0,13.0,0.0,89.0,0.0,2.98,48.9,387.25,0.0,0.0,0.0,79.0,170.0,1952.0,5.86,757.8,13.0,21.0
61500.0,0.0,12.8,33.0,-2.0,2238.0,140.0,0.0,12.9,0.0,89.0,0.0,3.14,49.4,382.35,0.0,0.0,0.0,78.0,180.0,1984.0,5.86,859.4,13.0,21.0
61600.0,0.0,12.8,33.0,-1.0,2101.0,139.0,0.0,13.0,0.0,89.0,0.0,2.928,48.9,382.35,0.0,0.0,0.0,78.0,172.0,1920.0,5.08,953.1,13.0,21.0
61700.0,0.0,12.8,33.0,1.0,2051.0,140.0,0.0,13.1,0.0,89.0,0.0,2.956,48.4,387.25,0.0,0.0,0.0,79.0,167.0,1824.0,5.08,54.7,13.0,21.0
61800.0,0.0,12.8,33.0,2.0,1929.0,140.0,0.0,13.0,0.0,89.0,0.0,2.876,48.9,387.25,0.0,0.0,0.0,79.0,169.0,1776.0,4.69,148.4,13.0,21.0
61900.0,0.0,12.8,33.0,2.0,1912.0,139.0,0.0,13.0,0.0,89.0,0.0,2.932,49.4,382.35,0.0,0.0,0.0,78.0,171.0,1776.0,4.3,343.8,13.0,21.0
62000.0,0.0,12.8,33.0,2.0,1950.0,140.0,0.0,13.0,0.0,89.0,0.0,2.876,48.9,387.25,0.0,0.0,0.0,79.0,169.0,1776.0,4.3,445.3,13.0,21.0
62100.0,0.0,12.8,33.0,2.0,1905.0,140.0,0.0,13.0,0.0,89.0,0.0,2.9,49.4,382.35,0.0,0.0,0.0,78.0,169.0,1776.0,4.3,539.1,12.9,17.0
62200.0,0.0,12.8,33.0,2.0,1950.0,140.0,0.0,13.0,0.0,89.0,0.0,2.876,48.9,382.35,0.0,0.0,0.0,78.0,169.0,1792.0,4.3,640.6,12.9,17.0
62300.0,0.0,12.8,33.0,2.0,1922.0,140.0,0.0,13.1,0.0,89.0,0.0,2.932,49.4,382.35,0.0,0.0,0.0,78.0,171.0,1776.0,4.69,734.4,12.9,17.0
62400.0,0.0,12.8,33.0,2.0,1933.0,140.0,0.0,13.0,0.0,89.0,0.0,2.848,48.9,382.35,0.0,0.0,0.0,78.0,169.0,1808.0,4.3,835.9,12.9,17.0
62500.0,0.0,12.8,33.0,2.0,1946.0,140.0,0.0,13.0,0.0,89.0,0.0,2.848,49.4,382.35,0.0,0.0,0.0,78.0,171.0,1776.0,4.3,929.7,12.9,17.0
62600.0,0.0,12.8,33.0,2.0,1927.0,139.0,0.0,13.0,0.0,89.0,0.0,2.832,48.9,382.35,0.0,0.0,0.0,78.0,169.0,1792.0,4.3,31.2,12.9,17.0
62700.0,0.0,12.8,33.0,2.0,1938.0,140.0,0.0,12.9,0.0,89.0,0.0,2.932,49.4,382.35,0.0,0.0,0.0,78.0,171.0,1776.0,4.69,125.0,12.9,17.0
62800.0,0.0,12.8,33.0,2.0,1891.0,140.0,0.0,13.0,0.0,89.0,0.0,2.932,49.4,382.35,0.0,0.0,0.0,78.0,171.0,1776.0,4.69,226.6,12.9,17.0
62900.0,0.0,12.8,33.0,2.0,1937.0,140.0,0.0,13.0,0.0,89.0,0.0,2.932,49.4,382.35,0.0,0.0,0.0,78.0,171.0,1776.0,4.69,320.3,12.9,17.0
63000.0,0.0,12.8,33.0,2.0,1900.0,140.0,0.0,13.0,0.0,89.0,0.0,2.848,48.9,387.25,0.0,0.0,0.0,79.0,169.0,1776.0,4.3,421.9,12.9,17.0
63100.0,0.0,12.8,33.0,3.0,1894.0,140.0,0.0,13.0,0.0,89.0,0.0,2.984,49.9,387.25,0.0,0.0,0.0,79.0,173.0,1776.0,4.69,515.6,12.8,16.0
63200.0,0.0,12.8,33.0,2.0,1960.0,140.0,0.0,13.0,0.0,89.0,0.0,2.932,48.9,382.35,0.0,0.0,0.0,78.0,169.0,1776.0,4.69,617.2,12.8,16.0
63300.0,0.0,12.8,33.0,2.0,1894.0,140.0,0.0,13.0,0.0,89.0,0.0,2.932,49.4,382.35,0.0,0.0,0.0,78.0,171.0,1776.0,4.69,710.9,12.8,16.0
63400.0,0.0,12.8,33.0,2.0,1949.0,140.0,0.0,13.0,0.0,89.0,0.0,2.876,48.9,382.35,0.0,0.0,0.0,78.0,169.0,1776.0,4.3,812.5,12.8,16.0
63500.0,0.0,12.8,33.0,3.0,1841.0,139.0,0.0,13.0,0.0,89.0,0.0,2.984,49.9,382.35,0.0,0.0,0.0,78.0,173.0,1776.0,4.3,906.2,12.8,16.0
63600.0,0.0,12.8,33.0,3.0,1930.0,140.0,0.0,13.0,0.0,89.0,0.0,2.9,49.4,382.35,0.0,0.0,0.0,78.0,171.0,1776.0,4.3,7.8,12.8,16.0
63700.0,0.0,12.8,33.0,2.0,1946.0,140.0,0.0,13.0,0.0,90.0,0.0,2.876,48.9,382.35,0.0,0.0,0.0,78.0,167.0,1776.0,4.69,101.6,12.8,16.0
63800.0,0.0,12.8,33.0,2.0,2001.0,140.0,0.0,13.0,0.0,90.0,0.0,2.824,48.4,382.35,0.0,0.0,0.0,78.0,167.0,1824.0,4.69,203.1,12.8,16.0
63900.0,0.0,12.8,33.0,2.0,1961.0,140.0,0.0,13.0,0.0,90.0,0.0,2.824,48.9,387.25,0.0,0.0,0.0,79.0,169.0,1776.0,4.3,296.9,12.8,16.0
64000.0,0.0,12.8,33.0,2.0,1896.0,139.0,0.0,13.0,0.0,90.0,0.0,2.932,49.4,382.35,0.0,0.0,0.0,78.0,171.0,1776.0,4.69,398.4,12.8,16.0
64100.0,0.0,12.8,33.0,3.0,1919.0,140.0,0.0,13.0,0.0,90.0,0.0,2.932,49.4,382.35,0.0,0.0,0.0,78.0,171.0,1776.0,4.69,492.2,13.1,15.0
64200.0,0.0,12.8,33.0,2.0,1904.0,139.0,0.0,13.0,0.0,90.0,0.0,2.876,48.9,387.25,0.0,0.0,0.0,79.0,169.0,1776.0,4.3,593.8,13.1,15.0
64300.0,0.0,12.8,33.0,3.0,1898.0,140.0,0.0,13.0,0.0,90.0,0.0,2.932,49.4,382.35,0.0,0.0,0.0,78.0,171.0,1776.0,4.3,687.5,13.1,15.0
64400.0,0.0,12.8,33.0,2.0,1883.0,139.0,0.0,13.0,0.0,90.0,0.0,2.932,49.4,382.35,0.0,0.0,0.0,78.0,171.0,1776.0,4.3,789.1,13.1,15.0
64500.0,0.0,12.8,33.0,2.0,1926.0,140.0,0.0,13.0,0.0,90.0,0.0,2.932,49.4,382.35,0.0,0.0,0.0,78.0,171.0,1776.0,4.69,882.8,13.1,15.0
64600.0,0.0,12.8,33.0,2.0,1939.0,140.0,0.0,13.0,0.0,90.0,0.0,2.876,48.9,382.35,0.0,0.0,0.0,78.0,169.0,1776.0,4.3,984.4,13.1,15.0
64700.0,0.0,12.8,33.0,2.0,1923.0,140.0,0.0,13.0,0.0,90.0,0.0,2.876,48.9,387.25,0.0,0.0,0.0,79.0,169.0,1792.0,4.69,78.1,13.1,15.0
64800.0,0.0,12.8,33.0,2.0,1961.0,140.0,0.0,13.0,0.0,90.0,0.0,2.876,48.9,382.35,0.0,0.0,0.0,78.0,169.0,1776.0,4.3,179.7,13.1,15.0
64900.0,0.0,12.8,33.0,2.0,1871.0,140.0,0.0,13.0,0.0,90.0,0.0,2.932,49.4,382.35,0.0,0.0,0.0,78.0,171.0,1776.0,4.3,273.4,13.1,15.0
65000.0,0.0,12.8,33.0,4.0,1935.0,140.0,0.0,13.0,0.0,90.0,0.0,2.932,49.4,382.35,0.0,0.0,0.0,78.0,171.0,1776.0,4.69,375.0,13.1,15.0
65100.0,0.0,12.8,33.0,2.0,1923.0,140.0,0.0,12.9,0.0,90.0,0.0,2.932,49.4,382.35,0.0,0.0,0.0,78.0,171.0,1776.0,4.69,570.3,13.3,13.0
65200.0,0.0,12.8,33.0,2.0,1931.0,140.0,0.0,13.0,0.0,90.0,0.0,2.876,48.9,382.35,0.0,0.0,0.0,78.0,169.0,1776.0,4.69,664.1,13.3,13.0
65300.0,0.0,12.8,33.0,2.0,1928.0,140.0,0.0,12.9,0.0,90.0,0.0,2.876,48.9,382.35,0.0,0.0,0.0,78.0,169.0,1792.0,4.69,765.6,13.3,13.0
65400.0,0.0,12.8,33.0,2.0,1941.0,140.0,0.0,13.0,0.0,90.0,0.0,2.876,48.9,382.35,0.0,0.0,0.0,78.0,169.0,1776.0,4.69,859.4,13.3,13.0
65500.0,0.0,12.8,33.0,2.0,1884.0,140.0,0.0,13.0,0.0,90.0,0.0,2.932,49.4,387.25,0.0,0.0,0.0,79.0,171.0,1776.0,4.69,960.9,13.3,13.0
65600.0,0.0,12.8,33.0,3.0,1930.0,140.0,0.0,13.0,0.0,90.0,0.0,2.932,49.4,382.35,0.0,0.0,0.0,78.0,171.0,1776.0,4.69,54.7,13.3,13.0
